table_id,column_id,of_variable,of_type,with_entry
core,Comment,age,description,"Comment (Comment) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,"Age [a AD/CE] (Age, 210Pb)",age,description,"Age [a AD/CE] (Age) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: Age, 210Pb"
core,"Age unc [±] (Age AD, calculated, 1 sigma)",age,description,"Age, uncertainty [±] (Age unc) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: calculated, 1 sigma COMMENT: Age AD"
core,"Cal age [ka BP] (Age, 210Pb)",age,description,"Calendar age [ka BP] (Cal age) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: Age, 210Pb"
core,"Age dated [ka] (Age, 14C uncalibrated)",age,description,"Age, dated [ka] (Age dated) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: Age, 14C uncalibrated"
core,"Age unc [±] (14C age, calculated, 1 sigma)",age,description,"Age, uncertainty [±] (Age unc) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: calculated, 1 sigma COMMENT: 14C age"
core,Dated material,age,method,--
core,Comment,age,method,--
core,"Age [a AD/CE] (Age, 210Pb)",age,method,210Pb
core,"Cal age [ka BP] (Age, 210Pb)",age,method,210Pb
core,"Age dated [ka] (Age, 14C uncalibrated)",age,method,14C  uncalibrated
core,"Age [a AD/CE] (Age, 210Pb)",age,unit,a CE
core,"Cal age [ka BP] (Age, 210Pb)",age,unit,ka BP
core,"Age dated [ka] (Age, 14C uncalibrated)",age,unit,ka BP
core,"Age [a AD/CE] (Age, 210Pb)",age,value,--
core,"Cal age [ka BP] (Age, 210Pb)",age,value,--
core,"Age dated [ka] (Age, 14C uncalibrated)",age,value,--
core,doi,doi,id,--
core,Lab label,lab_label,description,"Laboratory code/label (Lab label) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Lab label,lab_label,id,--
core,Depth sed [m] (Sample midpoint depth),layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) COMMENT: Sample midpoint depth"
core,Depth sed [m] (Sample midpoint depth),layer_mid,unit,m
core,Depth sed [m] (Sample midpoint depth),layer_mid,value,--
core,Samp thick [cm],layer_thickness,description,"Sample thickness [cm] (Samp thick) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Samp thick [cm],layer_thickness,unit,cm
core,Samp thick [cm],layer_thickness,value,--
core,"Age unc [±] (Age AD, calculated, 1 sigma)",age,1 sigma,--
core,Age e [±],age,1 sigma,--
core,"Age unc [±] (14C age, calculated, 1 sigma)",age,1 sigma,--
core,Dated material,age,description,"Age, dated material (Dated material) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Comment,age,description,"Comment (Comment) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,"Age [a AD/CE] (Age, 210Pb)",age,description,"Age [a AD/CE] (Age) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: Age, 210Pb"
core,"Age unc [±] (Age AD, calculated, 1 sigma)",age,description,"Age, uncertainty [±] (Age unc) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: calculated, 1 sigma COMMENT: Age AD"
core,"Cal age [ka BP] (Age, 210Pb)",age,description,"Calendar age [ka BP] (Cal age) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: Age, 210Pb"
core,Age model [ka],age,description,"Age model [ka] (Age model) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Age e [±],age,description,"Age, error [±] (Age e) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,"Age dated [ka] (Age, 14C uncalibrated)",age,description,"Age, dated [ka] (Age dated) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: Age, 14C uncalibrated"
core,"Age unc [±] (14C age, calculated, 1 sigma)",age,description,"Age, uncertainty [±] (Age unc) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: calculated, 1 sigma COMMENT: 14C age"
core,Dated material,age,method,--
core,Comment,age,method,--
core,"Age [a AD/CE] (Age, 210Pb)",age,method,210Pb
core,"Cal age [ka BP] (Age, 210Pb)",age,method,210Pb
core,"Age dated [ka] (Age, 14C uncalibrated)",age,method,14C  uncalibrated
core,"Age [a AD/CE] (Age, 210Pb)",age,unit,a CE
core,"Cal age [ka BP] (Age, 210Pb)",age,unit,ka BP
core,Age model [ka],age,unit,ka BP
core,"Age dated [ka] (Age, 14C uncalibrated)",age,unit,ka BP
core,"Age [a AD/CE] (Age, 210Pb)",age,value,--
core,"Cal age [ka BP] (Age, 210Pb)",age,value,--
core,Age model [ka],age,value,--
core,"Age dated [ka] (Age, 14C uncalibrated)",age,value,--
core,doi,doi,id,--
core,Lab label,lab_label,description,"Laboratory code/label (Lab label) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Lab label,lab_label,id,--
core,Depth sed [m] (Sample midpoint depth),layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) COMMENT: Sample midpoint depth"
core,Depth sed [m] (Sample midpoint depth),layer_mid,unit,m
core,Depth sed [m] (Sample midpoint depth),layer_mid,value,--
core,Samp thick [cm],layer_thickness,description,"Sample thickness [cm] (Samp thick) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Samp thick [cm],layer_thickness,unit,cm
core,Samp thick [cm],layer_thickness,value,--
core,Activity std dev [±],modern_carbon_activity,1 sigma,--
core,Activity [pMC],modern_carbon_activity,description,"Activity of radiocarbon in percent of modern carbon [pMC] (Activity) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Activity std dev [±],modern_carbon_activity,description,"Activity of radiocarbon in percent of modern carbon, standard deviation [±] (Activity std dev) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Activity [pMC],modern_carbon_activity,unit,modern carbon percent
core,Activity [pMC],modern_carbon_activity,value,--
core,Age e [±],age,1 sigma,--
core,Age unc [±],age,1 sigma,--
core,Dated material,age,description,"Age, dated material (Dated material) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Age [a AD/CE],age,description,"Age [a AD/CE] (Age) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Comment,age,description,"Comment (Comment) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Age model [ka],age,description,"Age model [ka] (Age model) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Age e [±],age,description,"Age, error [±] (Age e) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Age dated [ka],age,description,"Age, dated [ka] (Age dated) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: Age, 14C uncalibrated"
core,Age unc [±],age,description,"Age, uncertainty [±] (Age unc) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: calculated, 1 sigma COMMENT: 14C age"
core,Dated material,age,method,--
core,Comment,age,method,--
core,Age dated [ka],age,method,14C  uncalibrated
core,Age [a AD/CE],age,unit,a CE
core,Age model [ka],age,unit,ka BP
core,Age dated [ka],age,unit,ka BP
core,Age [a AD/CE],age,value,--
core,Age model [ka],age,value,--
core,Age dated [ka],age,value,--
core,doi,doi,id,--
core,Lab label,lab_label,description,"Laboratory code/label (Lab label) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Lab label,lab_label,id,--
core,Depth sed [m],layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) COMMENT: Sample midpoint depth"
core,Depth sed [m],layer_mid,unit,m
core,Depth sed [m],layer_mid,value,--
core,Samp thick [cm],layer_thickness,description,"Sample thickness [cm] (Samp thick) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Samp thick [cm],layer_thickness,unit,cm
core,Samp thick [cm],layer_thickness,value,--
core,Activity std dev [±],modern_carbon_activity,1 sigma,--
core,Activity [pMC],modern_carbon_activity,description,"Activity of radiocarbon in percent of modern carbon [pMC] (Activity) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Activity std dev [±],modern_carbon_activity,description,"Activity of radiocarbon in percent of modern carbon, standard deviation [±] (Activity std dev) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Activity [pMC],modern_carbon_activity,unit,modern carbon percent
core,Activity [pMC],modern_carbon_activity,value,--
core,"Age unc [±] (Age AD, calculated, 1 sigma)",age,1 sigma,--
core,"Age unc [±] (14C age, calculated, 1 sigma)",age,1 sigma,--
core,Dated material,age,description,"Age, dated material (Dated material) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Comment,age,description,"Comment (Comment) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,"Age [a AD/CE] (Age, 210Pb)",age,description,"Age [a AD/CE] (Age) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: Age, 210Pb"
core,"Age unc [±] (Age AD, calculated, 1 sigma)",age,description,"Age, uncertainty [±] (Age unc) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: calculated, 1 sigma COMMENT: Age AD"
core,"Cal age [ka BP] (Age, 210Pb)",age,description,"Calendar age [ka BP] (Cal age) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: Age, 210Pb"
core,"Age dated [ka] (Age, 14C uncalibrated)",age,description,"Age, dated [ka] (Age dated) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: Age, 14C uncalibrated"
core,"Age unc [±] (14C age, calculated, 1 sigma)",age,description,"Age, uncertainty [±] (Age unc) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: calculated, 1 sigma COMMENT: 14C age"
core,Dated material,age,method,--
core,Comment,age,method,--
core,"Age [a AD/CE] (Age, 210Pb)",age,method,210Pb
core,"Cal age [ka BP] (Age, 210Pb)",age,method,210Pb
core,"Age dated [ka] (Age, 14C uncalibrated)",age,method,14C  uncalibrated
core,"Age [a AD/CE] (Age, 210Pb)",age,unit,a CE
core,"Cal age [ka BP] (Age, 210Pb)",age,unit,ka BP
core,"Age dated [ka] (Age, 14C uncalibrated)",age,unit,ka BP
core,"Age [a AD/CE] (Age, 210Pb)",age,value,--
core,"Cal age [ka BP] (Age, 210Pb)",age,value,--
core,"Age dated [ka] (Age, 14C uncalibrated)",age,value,--
core,doi,doi,id,--
core,Lab label,lab_label,description,"Laboratory code/label (Lab label) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Lab label,lab_label,id,--
core,Depth sed [m] (Sample midpoint depth),layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) COMMENT: Sample midpoint depth"
core,Depth sed [m] (Sample midpoint depth),layer_mid,unit,m
core,Depth sed [m] (Sample midpoint depth),layer_mid,value,--
core,Samp thick [cm],layer_thickness,description,"Sample thickness [cm] (Samp thick) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Samp thick [cm],layer_thickness,unit,cm
core,Samp thick [cm],layer_thickness,value,--
core,"Age unc [±] (Age AD, calculated, 1 sigma)",age,1 sigma,--
core,"Age unc [±] (14C age, calculated, 1 sigma)",age,1 sigma,--
core,Dated material,age,description,"Age, dated material (Dated material) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Comment,age,description,"Comment (Comment) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,"Age [a AD/CE] (Age, 210Pb)",age,description,"Age [a AD/CE] (Age) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: Age, 210Pb"
core,"Age unc [±] (Age AD, calculated, 1 sigma)",age,description,"Age, uncertainty [±] (Age unc) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: calculated, 1 sigma COMMENT: Age AD"
core,"Cal age [ka BP] (Age, 210Pb)",age,description,"Calendar age [ka BP] (Cal age) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: Age, 210Pb"
core,"Age dated [ka] (Age, 14C uncalibrated)",age,description,"Age, dated [ka] (Age dated) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: Age, 14C uncalibrated"
core,"Age unc [±] (14C age, calculated, 1 sigma)",age,description,"Age, uncertainty [±] (Age unc) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: calculated, 1 sigma COMMENT: 14C age"
core,Dated material,age,method,--
core,Comment,age,method,--
core,"Age [a AD/CE] (Age, 210Pb)",age,method,210Pb
core,"Cal age [ka BP] (Age, 210Pb)",age,method,210Pb
core,"Age dated [ka] (Age, 14C uncalibrated)",age,method,14C  uncalibrated
core,"Age [a AD/CE] (Age, 210Pb)",age,unit,a CE
core,"Cal age [ka BP] (Age, 210Pb)",age,unit,ka BP
core,"Age dated [ka] (Age, 14C uncalibrated)",age,unit,ka BP
core,"Age [a AD/CE] (Age, 210Pb)",age,value,--
core,"Cal age [ka BP] (Age, 210Pb)",age,value,--
core,"Age dated [ka] (Age, 14C uncalibrated)",age,value,--
core,doi,doi,id,--
core,Lab label,lab_label,description,"Laboratory code/label (Lab label) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Lab label,lab_label,id,--
core,Depth sed [m] (Sample midpoint depth),layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) COMMENT: Sample midpoint depth"
core,Depth sed [m] (Sample midpoint depth),layer_mid,unit,m
core,Depth sed [m] (Sample midpoint depth),layer_mid,value,--
core,Samp thick [cm],layer_thickness,description,"Sample thickness [cm] (Samp thick) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Samp thick [cm],layer_thickness,unit,cm
core,Samp thick [cm],layer_thickness,value,--
core,Age unc [±],age,1 sigma,--
core,Dated material,age,description,"Age, dated material (Dated material) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Age [a AD/CE],age,description,"Age [a AD/CE] (Age) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Comment,age,description,"Comment (Comment) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Age dated [ka],age,description,"Age, dated [ka] (Age dated) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: Age, 14C uncalibrated"
core,Age unc [±],age,description,"Age, uncertainty [±] (Age unc) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: calculated, 1 sigma COMMENT: 14C age"
core,Dated material,age,method,--
core,Comment,age,method,--
core,Age dated [ka],age,method,14C  uncalibrated
core,Age [a AD/CE],age,unit,a CE
core,Age dated [ka],age,unit,ka BP
core,Age [a AD/CE],age,value,--
core,Age dated [ka],age,value,--
core,doi,doi,id,--
core,Lab label,lab_label,description,"Laboratory code/label (Lab label) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Lab label,lab_label,id,--
core,Depth sed [m],layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) COMMENT: Sample midpoint depth"
core,Depth sed [m],layer_mid,unit,m
core,Depth sed [m],layer_mid,value,--
core,Samp thick [cm],layer_thickness,description,"Sample thickness [cm] (Samp thick) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Samp thick [cm],layer_thickness,unit,cm
core,Samp thick [cm],layer_thickness,value,--
core,"Age unc [±] (Age AD, calculated, 1 sigma)",age,1 sigma,--
core,"Age unc [±] (14C age, calculated, 1 sigma)",age,1 sigma,--
core,Dated material,age,description,"Age, dated material (Dated material) PI: Lavoie, Martin (martin.lavoie@cen.ulaval.ca)"
core,"Age [a AD/CE] (Age, 210Pb)",age,description,"Age [a AD/CE] (Age) PI: Lavoie, Martin (martin.lavoie@cen.ulaval.ca) METHOD/DEVICE: Age, 210Pb"
core,"Age unc [±] (Age AD, calculated, 1 sigma)",age,description,"Age, uncertainty [±] (Age unc) PI: Lavoie, Martin (martin.lavoie@cen.ulaval.ca) METHOD/DEVICE: calculated, 1 sigma COMMENT: Age AD"
core,"Age dated [ka] (Age, 14C uncalibrated)",age,description,"Age, dated [ka] (Age dated) PI: Lavoie, Martin (martin.lavoie@cen.ulaval.ca) METHOD/DEVICE: Age, 14C uncalibrated"
core,"Age unc [±] (14C age, calculated, 1 sigma)",age,description,"Age, uncertainty [±] (Age unc) PI: Lavoie, Martin (martin.lavoie@cen.ulaval.ca) METHOD/DEVICE: calculated, 1 sigma COMMENT: 14C age"
core,Dated material,age,method,--
core,"Age [a AD/CE] (Age, 210Pb)",age,method,210Pb
core,"Age dated [ka] (Age, 14C uncalibrated)",age,method,14C  uncalibrated
core,"Age [a AD/CE] (Age, 210Pb)",age,unit,a CE
core,"Age dated [ka] (Age, 14C uncalibrated)",age,unit,ka BP
core,"Age [a AD/CE] (Age, 210Pb)",age,value,--
core,"Age dated [ka] (Age, 14C uncalibrated)",age,value,--
core,doi,doi,id,--
core,Lab label,lab_label,description,"Laboratory code/label (Lab label) PI: Lavoie, Martin (martin.lavoie@cen.ulaval.ca)"
core,Lab label,lab_label,id,--
core,Depth sed [m] (Sample midpoint depth),layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Lavoie, Martin (martin.lavoie@cen.ulaval.ca) COMMENT: Sample midpoint depth"
core,Depth sed [m] (Sample midpoint depth),layer_mid,unit,m
core,Depth sed [m] (Sample midpoint depth),layer_mid,value,--
core,Samp thick [cm],layer_thickness,description,"Sample thickness [cm] (Samp thick) PI: Lavoie, Martin (martin.lavoie@cen.ulaval.ca)"
core,Samp thick [cm],layer_thickness,unit,cm
core,Samp thick [cm],layer_thickness,value,--
core,Age unc [±],age,1 sigma,--
core,Age dated [ka],age,description,"Age, dated [ka] (Age dated) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu) METHOD/DEVICE: Age, 14C uncalibrated"
core,Age unc [±],age,description,"Age, uncertainty [±] (Age unc) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu) METHOD/DEVICE: calculated, 1 sigma COMMENT: 14C age"
